"CCT(proX)","CCC(proT)","CCA(proU)","CCG(proY)","geneLocus","geneType","geneSymbol"
NA,3,NA,1,"Rv1881c","CDS","lppE"
1,6,1,4,"Rv1882c","CDS","Rv1882c"
NA,3,NA,7,"Rv1883c","CDS","Rv1883c"
1,2,2,8,"Rv1884c","CDS","rpfC"
NA,4,2,9,"Rv1885c","CDS","Rv1885c"
3,7,NA,12,"Rv1886c","CDS","fbpB"
4,6,6,16,"Rv1887","CDS","Rv1887"
NA,4,NA,4,"Rv1888A","CDS","Rv1888A"
3,5,1,4,"Rv1888c","CDS","Rv1888c"
NA,1,1,3,"Rv1889c","CDS","Rv1889c"
1,3,NA,NA,"Rv1890c","CDS","Rv1890c"
3,1,3,13,"Rv1891","CDS","Rv1891"
NA,1,3,3,"Rv1892","CDS","Rv1892"
NA,1,NA,NA,"Rv1893","CDS","Rv1893"
2,4,2,13,"Rv1894c","CDS","Rv1894c"
3,5,3,14,"Rv1895","CDS","Rv1895"
4,7,1,9,"Rv1896c","CDS","Rv1896c"
NA,1,1,4,"Rv1897c","CDS","Rv1897c"
1,1,NA,3,"Rv1898","CDS","Rv1898"
3,7,NA,11,"Rv1899c","CDS","lppD"
1,6,3,14,"Rv1900c","CDS","lipJ"
1,9,2,15,"Rv1901","CDS","cinA"
1,7,2,6,"Rv1902c","CDS","nanT"
1,1,NA,2,"Rv1903","CDS","Rv1903"
2,2,1,6,"Rv1904","CDS","Rv1904"
2,8,3,15,"Rv1905c","CDS","aao"
5,5,3,6,"Rv1906c","CDS","Rv1906c"
2,3,3,6,"Rv1907c","CDS","Rv1907c"
3,18,4,25,"Rv1908c","CDS","katG"
1,3,1,3,"Rv1909c","CDS","furA"
7,5,1,11,"Rv1910c","CDS","Rv1910c"
3,3,6,11,"Rv1911c","CDS","lppC"
1,4,3,15,"Rv1912c","CDS","fadB5"
4,2,3,5,"Rv1913","CDS","Rv1913"
NA,2,NA,6,"Rv1914c","CDS","Rv1914c"
2,5,NA,13,"Rv1915","CDS","aceAa"
NA,7,2,10,"Rv1916","CDS","aceAb"
12,24,8,70,"Rv1917c","CDS","PPE34"
6,17,9,48,"Rv1918c","CDS","PPE35"
NA,4,1,3,"Rv1919c","CDS","Rv1919c"
NA,4,5,11,"Rv1920","CDS","Rv1920"
2,5,4,11,"Rv1921c","CDS","lppF"
4,6,1,7,"Rv1922","CDS","Rv1922"
3,8,4,14,"Rv1923","CDS","lipD"
NA,1,NA,5,"Rv1924c","CDS","Rv1924c"
NA,11,7,21,"Rv1925","CDS","fadD31"
NA,5,2,3,"Rv1926c","CDS","mpt63"
NA,6,1,21,"Rv1927","CDS","Rv1927"
NA,4,NA,8,"Rv1928c","CDS","Rv1928c"
1,4,2,5,"Rv1929c","CDS","Rv1929c"
NA,3,NA,9,"Rv1930c","CDS","Rv1930c"
2,6,3,8,"Rv1931c","CDS","Rv1931c"
1,2,1,6,"Rv1932","CDS","tpx"
NA,9,1,8,"Rv1933c","CDS","fadE18"
NA,13,3,12,"Rv1934c","CDS","fadE17"
NA,7,NA,7,"Rv1935c","CDS","echA13"
NA,9,1,16,"Rv1936","CDS","Rv1936"
2,11,1,29,"Rv1937","CDS","Rv1937"
NA,6,1,16,"Rv1938","CDS","ephB"
NA,1,1,10,"Rv1939","CDS","Rv1939"
NA,11,1,8,"Rv1940","CDS","ribA1"
NA,1,1,3,"Rv1941","CDS","Rv1941"
1,2,1,3,"Rv1942c","CDS","mazF5"
NA,2,1,1,"Rv1943c","CDS","mazE5"
2,4,4,9,"Rv1944c","CDS","Rv1944c"
NA,7,3,15,"Rv1945","CDS","Rv1945"
2,NA,4,5,"Rv1946c","CDS","lppG"
NA,1,1,5,"Rv1947","CDS","Rv1947"
NA,NA,2,3,"Rv1948c","CDS","Rv1948c"
4,13,3,16,"Rv1949c","CDS","Rv1949c"
NA,NA,NA,2,"Rv1950c","CDS","Rv1950c"
1,1,1,3,"Rv1951c","CDS","Rv1951c"
NA,3,NA,2,"Rv1952","CDS","vapB14"
NA,2,NA,2,"Rv1953","CDS","vapC14"
1,4,NA,7,"Rv1954A","CDS","Rv1954A"
4,4,2,5,"Rv1954c","CDS","Rv1954c"
2,3,2,4,"Rv1955","CDS","higB"
2,5,NA,NA,"Rv1956","CDS","higA"
1,5,1,6,"Rv1957","CDS","Rv1957"
6,8,5,5,"Rv1958c","CDS","Rv1958c"
1,1,NA,1,"Rv1959c","CDS","parE1"
NA,NA,NA,1,"Rv1960c","CDS","parD1"
NA,4,2,10,"Rv1961","CDS","Rv1961"
2,1,NA,4,"Rv1962A","CDS","vapB35"
NA,3,3,1,"Rv1962c","CDS","vapC35"
1,4,3,9,"Rv1963c","CDS","mce3R"
NA,NA,NA,NA,"Rv1964","-10_signal","yrbE3A"
NA,NA,NA,NA,"Rv1964","-35_signal","yrbE3A"
2,NA,2,7,"Rv1964","CDS","yrbE3A"
1,3,NA,2,"Rv1965","CDS","yrbE3B"
NA,11,3,15,"Rv1966","CDS","mce3A"
NA,4,NA,7,"Rv1967","CDS","mce3B"
NA,11,1,30,"Rv1968","CDS","mce3C"
1,4,3,20,"Rv1969","CDS","mce3D"
NA,6,2,12,"Rv1970","CDS","lprM"
1,9,2,22,"Rv1971","CDS","mce3F"
NA,1,3,4,"Rv1972","CDS","Rv1972"
NA,3,NA,2,"Rv1973","CDS","Rv1973"
1,2,2,1,"Rv1974","CDS","Rv1974"
2,8,1,11,"Rv1975","CDS","Rv1975"
NA,1,1,6,"Rv1976c","CDS","Rv1976c"
NA,5,2,5,"Rv1977","CDS","Rv1977"
1,7,4,9,"Rv1978","CDS","Rv1978"
NA,2,1,15,"Rv1979c","CDS","Rv1979c"
NA,6,6,7,"Rv1980c","CDS","mpt64"
2,5,NA,3,"Rv1981c","CDS","nrdF1"
1,3,NA,NA,"Rv1982A","CDS","vapB36"
NA,3,2,2,"Rv1982c","CDS","vapC36"
2,18,5,17,"Rv1983","CDS","PE_PGRS35"
NA,3,4,5,"Rv1984c","CDS","cfp21"
1,1,4,12,"Rv1985c","CDS","Rv1985c"
1,1,3,3,"Rv1986","CDS","Rv1986"
1,1,1,5,"Rv1987","CDS","Rv1987"
1,3,2,6,"Rv1988","CDS","erm(37)"
1,NA,NA,6,"Rv1989c","CDS","Rv1989c"
1,2,NA,NA,"Rv1990A","CDS","Rv1990A"
1,1,NA,3,"Rv1990c","CDS","Rv1990c"
NA,NA,NA,1,"Rv1991A","CDS","mazE6"
NA,2,3,4,"Rv1991c","CDS","mazF6"
2,11,3,16,"Rv1992c","CDS","ctpG"
NA,3,NA,NA,"Rv1993c","CDS","Rv1993c"
NA,2,NA,1,"Rv1994c","CDS","cmtR"
NA,NA,NA,NA,"Rv1994c","promoter","cmtR"
1,7,2,6,"Rv1995","CDS","Rv1995"
2,10,NA,12,"Rv1996","CDS","Rv1996"
NA,16,9,19,"Rv1997","CDS","ctpF"
NA,8,2,7,"Rv1998c","CDS","Rv1998c"
1,4,4,11,"Rv1999c","CDS","Rv1999c"
3,12,9,18,"Rv2000","CDS","Rv2000"
NA,7,2,5,"Rv2001","CDS","Rv2001"
1,4,1,2,"Rv2002","CDS","fabG3"
5,2,4,10,"Rv2003c","CDS","Rv2003c"
3,1,1,9,"Rv2004c","CDS","Rv2004c"
2,3,1,12,"Rv2005c","CDS","Rv2005c"
2,20,8,20,"Rv2006","CDS","otsB1"
2,2,NA,7,"Rv2007c","CDS","fdxA"
4,9,3,15,"Rv2008c","CDS","Rv2008c"
NA,NA,NA,1,"Rv2009","CDS","vapB15"
NA,1,NA,3,"Rv2010","CDS","vapC15"
1,2,1,1,"Rv2011c","CDS","Rv2011c"
2,2,3,2,"Rv2012","CDS","Rv2012"
NA,6,1,4,"Rv2013","CDS","Rv2013"
1,5,NA,1,"Rv2014","CDS","Rv2014"
3,7,3,18,"Rv2015c","CDS","Rv2015c"
2,2,1,7,"Rv2016","CDS","Rv2016"
1,9,2,5,"Rv2017","CDS","Rv2017"
3,2,5,8,"Rv2018","CDS","Rv2018"
1,NA,1,4,"Rv2019","CDS","Rv2019"
1,2,NA,2,"Rv2020c","CDS","Rv2020c"
NA,1,NA,NA,"Rv2021c","CDS","Rv2021c"
2,3,3,2,"Rv2022c","CDS","Rv2022c"
1,NA,2,7,"Rv2023A","CDS","Rv2023A"
1,1,NA,3,"Rv2023c","CDS","Rv2023c"
NA,3,1,16,"Rv2024c","CDS","Rv2024c"
NA,5,3,5,"Rv2025c","CDS","Rv2025c"
1,4,2,8,"Rv2026c","CDS","Rv2026c"
2,7,3,18,"Rv2027c","CDS","dosT"
NA,6,3,7,"Rv2028c","CDS","Rv2028c"
1,4,5,11,"Rv2029c","CDS","pfkB"
1,6,1,23,"Rv2030c","CDS","Rv2030c"
NA,5,1,3,"Rv2031c","CDS","hspX"
3,5,2,12,"Rv2032","CDS","acg"
NA,4,1,13,"Rv2033c","CDS","Rv2033c"
NA,3,NA,3,"Rv2034","CDS","Rv2034"
1,1,1,8,"Rv2035","CDS","Rv2035"
NA,8,3,3,"Rv2036","CDS","Rv2036"
2,4,2,14,"Rv2037c","CDS","Rv2037c"
1,5,1,11,"Rv2038c","CDS","Rv2038c"
1,1,1,13,"Rv2039c","CDS","Rv2039c"
NA,4,1,7,"Rv2040c","CDS","Rv2040c"
NA,9,4,15,"Rv2041c","CDS","Rv2041c"
NA,2,1,9,"Rv2042c","CDS","Rv2042c"
NA,2,2,3,"Rv2043c","CDS","pncA"
1,1,NA,4,"Rv2044c","CDS","Rv2044c"
3,7,6,17,"Rv2045c","CDS","lipT"
NA,6,4,12,"Rv2046","CDS","lppI"
6,14,7,32,"Rv2047c","CDS","Rv2047c"
16,63,16,130,"Rv2048c","CDS","pks12"
NA,1,NA,NA,"Rv2049c","CDS","Rv2049c"
NA,3,NA,4,"Rv2050","CDS","Rv2050"
3,22,4,35,"Rv2051c","CDS","ppm1"
NA,15,1,15,"Rv2052c","CDS","Rv2052c"
3,2,3,6,"Rv2053c","CDS","fxsA"
2,9,2,8,"Rv2054","CDS","Rv2054"
NA,1,1,2,"Rv2055c","CDS","rpsR2"
NA,4,1,1,"Rv2056c","CDS","rpsN2"
NA,1,NA,2,"Rv2057c","CDS","rpmG1"
NA,2,NA,1,"Rv2058c","CDS","rpmB2"
6,14,8,15,"Rv2059","CDS","Rv2059"
1,1,1,4,"Rv2060","CDS","Rv2060"
1,2,NA,3,"Rv2061c","CDS","Rv2061c"
1,19,2,47,"Rv2062c","CDS","cobN"
2,5,3,3,"Rv2063A","CDS","mazF7"
NA,NA,NA,NA,"Rv2063","CDS","mazE7"
NA,11,2,9,"Rv2064","CDS","cobG"
NA,6,2,3,"Rv2065","CDS","cobH"
1,10,2,19,"Rv2066","CDS","cobI"
1,6,NA,15,"Rv2067c","CDS","Rv2067c"
NA,7,NA,10,"Rv2068c","CDS","blaC"
NA,3,NA,2,"Rv2069","CDS","sigC"
2,4,2,8,"Rv2070c","CDS","cobK"
NA,6,NA,11,"Rv2071c","CDS","cobM"
NA,6,5,12,"Rv2072c","CDS","cobL"
NA,4,1,6,"Rv2073c","CDS","Rv2073c"
NA,2,1,2,"Rv2074","CDS","Rv2074"
2,14,6,21,"Rv2075c","CDS","Rv2075c"
1,1,1,NA,"Rv2076c","CDS","Rv2076c"
NA,NA,2,1,"Rv2077A","CDS","Rv2077A"
2,2,6,10,"Rv2077c","CDS","Rv2077c"
1,1,NA,NA,"Rv2078","CDS","Rv2078"
1,12,8,20,"Rv2079","CDS","Rv2079"
1,4,3,4,"Rv2080","CDS","lppJ"
1,1,2,4,"Rv2081c","CDS","Rv2081c"
2,44,29,27,"Rv2082","CDS","Rv2082"
2,15,3,18,"Rv2083","CDS","Rv2083"
4,2,6,6,"Rv2084","CDS","Rv2084"
NA,1,1,3,"Rv2085","CDS","Rv2085"
5,5,3,3,"Rv2086","CDS","Rv2086"
1,2,NA,3,"Rv2087","CDS","Rv2087"
1,16,8,26,"Rv2088","CDS","pknJ"
2,4,1,15,"Rv2089c","CDS","pepE"
1,8,10,33,"Rv2090","CDS","Rv2090"
NA,13,2,14,"Rv2091c","CDS","Rv2091c"
2,13,2,30,"Rv2092c","CDS","helY"
2,5,3,7,"Rv2093c","CDS","tatC"
NA,3,NA,3,"Rv2094c","CDS","tatA"
NA,5,1,17,"Rv2095c","CDS","pafC"
2,4,1,9,"Rv2096c","CDS","pafB"
NA,6,2,5,"Rv2097c","CDS","pafA"
1,10,2,6,"Rv2098c","CDS","PE_PGRS36"
NA,1,NA,2,"Rv2099c","CDS","PE21"
1,25,5,14,"Rv2100","CDS","Rv2100"
NA,20,3,41,"Rv2101","CDS","helZ"
NA,6,2,8,"Rv2102","CDS","Rv2102"
NA,3,NA,6,"Rv2103c","CDS","vapC37"
2,NA,NA,1,"Rv2104c","CDS","vapB37"
NA,1,1,2,"Rv2105","CDS","Rv2105"
1,5,4,6,"Rv2106","CDS","Rv2106"
1,1,1,1,"Rv2107","CDS","PE22"
1,5,1,7,"Rv2108","CDS","PPE36"
2,2,1,5,"Rv2109c","CDS","prcA"
NA,3,1,10,"Rv2110c","CDS","prcB"
NA,NA,NA,NA,"Rv2111c","CDS","pup"
3,8,1,21,"Rv2112c","CDS","dop"
1,7,NA,13,"Rv2113","CDS","Rv2113"
1,6,3,6,"Rv2114","CDS","Rv2114"
3,11,2,12,"Rv2115c","CDS","mpa"
3,8,1,14,"Rv2116","CDS","lppK"
NA,1,NA,1,"Rv2117","CDS","Rv2117"
NA,4,1,12,"Rv2118c","CDS","Rv2118c"
NA,9,5,16,"Rv2119","CDS","Rv2119"
NA,1,NA,5,"Rv2120c","CDS","Rv2120c"
NA,3,NA,10,"Rv2121c","CDS","hisG"
NA,NA,NA,1,"Rv2122c","CDS","hisE"
4,11,5,25,"Rv2123","CDS","PPE37"
1,12,2,36,"Rv2124c","CDS","metH"
NA,4,4,13,"Rv2125","CDS","Rv2125"
1,4,NA,4,"Rv2126c","CDS","PE_PGRS37"
1,7,2,13,"Rv2127","CDS","ansP1"
NA,NA,2,NA,"Rv2128","CDS","Rv2128"
2,6,NA,5,"Rv2129c","CDS","Rv2129c"
1,7,5,12,"Rv2130c","CDS","mshC"
3,2,2,11,"Rv2131c","CDS","cysQ"
NA,NA,NA,1,"Rv2132","CDS","Rv2132"
1,8,NA,12,"Rv2133c","CDS","Rv2133c"
1,7,NA,8,"Rv2134c","CDS","Rv2134c"
NA,3,2,9,"Rv2135c","CDS","Rv2135c"
NA,2,1,4,"Rv2136c","CDS","Rv2136c"
NA,NA,1,4,"Rv2137c","CDS","Rv2137c"
1,8,3,14,"Rv2138","CDS","lppL"
NA,8,3,15,"Rv2139","CDS","pyrD"
4,8,NA,6,"Rv2140c","CDS","TB18.6"
2,6,3,13,"Rv2141c","CDS","Rv2141c"
NA,NA,NA,NA,"Rv2142A","CDS","parD2"
NA,1,1,4,"Rv2142c","CDS","parE2"
1,3,8,15,"Rv2143","CDS","Rv2143"
NA,1,1,1,"Rv2144c","CDS","Rv2144c"
2,1,NA,8,"Rv2145c","CDS","wag31"
NA,1,NA,3,"Rv2146c","CDS","Rv2146c"
1,8,3,5,"Rv2147c","CDS","Rv2147c"
NA,1,2,7,"Rv2148c","CDS","Rv2148c"
NA,7,1,6,"Rv2149c","CDS","yfiH"
NA,6,NA,9,"Rv2150c","CDS","ftsZ"
3,3,4,16,"Rv2151c","CDS","ftsQ"
NA,12,NA,12,"Rv2152c","CDS","murC"
1,11,1,17,"Rv2153c","CDS","murG"
2,14,1,18,"Rv2154c","CDS","ftsW"
3,7,2,19,"Rv2155c","CDS","murD"
NA,3,NA,7,"Rv2156c","CDS","murX"
NA,6,2,17,"Rv2157c","CDS","murF"
NA,15,1,13,"Rv2158c","CDS","murE"
1,8,2,21,"Rv2159c","CDS","Rv2159c"
2,4,5,11,"Rv2160A","CDS","Rv2160A"
2,NA,NA,1,"Rv2160c","CDS","Rv2160c"
NA,4,1,20,"Rv2161c","CDS","Rv2161c"
1,10,1,4,"Rv2162c","CDS","PE_PGRS38"
7,17,5,17,"Rv2163c","CDS","pbpB"
6,19,9,38,"Rv2164c","CDS","Rv2164c"
3,5,8,9,"Rv2165c","CDS","Rv2165c"
NA,3,1,2,"Rv2166c","CDS","Rv2166c"
1,5,4,6,"Rv2167c","CDS","Rv2167c"
NA,1,1,2,"Rv2168c","CDS","Rv2168c"
1,1,1,2,"Rv2169c","CDS","Rv2169c"
NA,6,2,5,"Rv2170","CDS","Rv2170"
2,5,2,5,"Rv2171","CDS","lppM"
1,4,2,12,"Rv2172c","CDS","Rv2172c"
1,4,1,5,"Rv2173","CDS","idsA2"
2,8,4,15,"Rv2174","CDS","mptA"
3,4,1,4,"Rv2175c","CDS","Rv2175c"
5,5,3,11,"Rv2176","CDS","pknL"
2,5,NA,4,"Rv2177c","CDS","Rv2177c"
1,4,4,19,"Rv2178c","CDS","aroG"
NA,6,2,5,"Rv2179c","CDS","Rv2179c"
NA,4,2,12,"Rv2180c","CDS","Rv2180c"
1,5,6,14,"Rv2181","CDS","Rv2181"
NA,3,1,11,"Rv2182c","CDS","Rv2182c"
NA,4,1,6,"Rv2183c","CDS","Rv2183c"
3,8,2,11,"Rv2184c","CDS","Rv2184c"
NA,2,1,3,"Rv2185c","CDS","TB16.3"
1,1,NA,3,"Rv2186c","CDS","Rv2186c"
1,10,2,12,"Rv2187","CDS","fadD15"
NA,6,4,12,"Rv2188c","CDS","pimB"
3,2,3,6,"Rv2189c","CDS","Rv2189c"
5,7,2,15,"Rv2190c","CDS","Rv2190c"
5,10,8,25,"Rv2191","CDS","Rv2191"
NA,7,NA,12,"Rv2192c","CDS","trpD"
NA,2,1,5,"Rv2193","CDS","ctaE"
1,7,2,6,"Rv2194","CDS","qcrC"
2,11,4,12,"Rv2195","CDS","qcrA"
1,11,5,22,"Rv2196","CDS","qcrB"
NA,3,1,7,"Rv2197c","CDS","Rv2197c"
1,9,9,28,"Rv2198c","CDS","mmpS3"
1,1,NA,3,"Rv2199c","CDS","Rv2199c"
4,5,2,13,"Rv2200c","CDS","ctaC"
1,10,3,26,"Rv2201","CDS","asnB"
2,5,1,2,"Rv2202c","CDS","adoK"
1,9,1,12,"Rv2203","CDS","Rv2203"
NA,1,NA,3,"Rv2204c","CDS","Rv2204c"
1,3,4,8,"Rv2205c","CDS","Rv2205c"
1,8,1,7,"Rv2206","CDS","Rv2206"
NA,4,1,14,"Rv2207","CDS","cobT"
1,3,NA,13,"Rv2208","CDS","cobS"
1,11,6,14,"Rv2209","CDS","Rv2209"
3,5,NA,10,"Rv2210c","CDS","ilvE"
NA,5,4,12,"Rv2211c","CDS","gcvT"
2,7,5,5,"Rv2212","CDS","Rv2212"
1,10,1,19,"Rv2213","CDS","pepB"
1,15,NA,22,"Rv2214c","CDS","ephD"
4,15,6,29,"Rv2215","CDS","dlaT"
3,6,1,6,"Rv2216","CDS","Rv2216"
NA,5,2,6,"Rv2217","CDS","lipB"
1,6,3,8,"Rv2218","CDS","lipA"
NA,3,NA,8,"Rv2219A","CDS","Rv2219A"
NA,5,1,6,"Rv2219","CDS","Rv2219"
1,10,1,20,"Rv2220","CDS","glnA1"
2,21,5,26,"Rv2221c","CDS","glnE"
1,10,3,12,"Rv2222c","CDS","glnA2"
4,12,4,22,"Rv2223c","CDS","Rv2223c"
NA,12,1,26,"Rv2224c","CDS","caeA"
NA,5,NA,9,"Rv2225","CDS","panB"
2,4,3,13,"Rv2226","CDS","Rv2226"
2,4,3,6,"Rv2227","CDS","Rv2227"
1,5,NA,8,"Rv2228c","CDS","Rv2228c"
NA,1,1,2,"Rv2229c","CDS","Rv2229c"
1,7,4,16,"Rv2230c","CDS","Rv2230c"
3,2,4,5,"Rv2231A","CDS","vapC16"
1,1,NA,NA,"Rv2231B","CDS","vapB16"
2,8,2,15,"Rv2231c","CDS","cobC"
5,5,4,7,"Rv2232","CDS","ptkA"
1,2,2,2,"Rv2234","CDS","ptpA"
NA,6,8,13,"Rv2235","CDS","Rv2235"
1,9,NA,8,"Rv2236c","CDS","cobD"
1,NA,1,3,"Rv2237A","CDS","Rv2237A"
NA,NA,2,14,"Rv2237","CDS","Rv2237"
1,2,2,4,"Rv2238c","CDS","ahpE"
NA,6,NA,3,"Rv2239c","CDS","Rv2239c"
1,2,NA,3,"Rv2240c","CDS","Rv2240c"
NA,21,2,35,"Rv2241","CDS","aceE"
NA,11,5,11,"Rv2242","CDS","Rv2242"
NA,7,1,8,"Rv2243","CDS","fabD"
1,2,NA,3,"Rv2244","CDS","acpM"
3,8,1,12,"Rv2245","CDS","kasA"
NA,10,4,9,"Rv2246","CDS","kasB"
NA,5,NA,18,"Rv2247","CDS","accD6"
NA,7,NA,6,"Rv2248","CDS","Rv2248"
2,11,2,16,"Rv2249c","CDS","glpD1"
NA,7,3,1,"Rv2250A","CDS","Rv2250A"
NA,1,NA,2,"Rv2250c","CDS","Rv2250c"
1,7,3,19,"Rv2251","CDS","Rv2251"
NA,7,2,6,"Rv2252","CDS","Rv2252"
NA,2,7,5,"Rv2253","CDS","Rv2253"
NA,1,2,5,"Rv2254c","CDS","Rv2254c"
NA,1,1,2,"Rv2255c","CDS","Rv2255c"
2,1,NA,8,"Rv2256c","CDS","Rv2256c"
NA,11,1,5,"Rv2257c","CDS","Rv2257c"
1,2,1,7,"Rv2258c","CDS","Rv2258c"
1,9,NA,7,"Rv2259","CDS","mscR"
2,4,1,5,"Rv2260","CDS","Rv2260"
NA,1,2,3,"Rv2261c","CDS","Rv2261c"
1,5,1,17,"Rv2262c","CDS","Rv2262c"
1,4,1,10,"Rv2263","CDS","Rv2263"
7,18,9,46,"Rv2264c","CDS","Rv2264c"
2,6,2,10,"Rv2265","CDS","Rv2265"
NA,12,3,11,"Rv2266","CDS","cyp124"
2,5,5,12,"Rv2267c","CDS","Rv2267c"
2,9,5,21,"Rv2268c","CDS","cyp128"
2,2,2,3,"Rv2269c","CDS","Rv2269c"
NA,4,3,8,"Rv2270","CDS","lppN"
2,1,1,NA,"Rv2271","CDS","Rv2271"
NA,4,1,2,"Rv2272","CDS","Rv2272"
NA,1,NA,4,"Rv2273","CDS","Rv2273"
1,NA,2,4,"Rv2274A","CDS","mazE8"
2,1,3,1,"Rv2274c","CDS","mazF8"
2,4,2,9,"Rv2275","CDS","Rv2275"
4,12,3,11,"Rv2276","CDS","cyp121"
1,3,1,15,"Rv2277c","CDS","Rv2277c"
NA,1,1,2,"Rv2278","CDS","Rv2278"
1,5,4,6,"Rv2279","CDS","Rv2279"
1,5,5,11,"Rv2280","CDS","Rv2280"
2,1,2,9,"Rv2281","CDS","pitB"
4,4,1,9,"Rv2282c","CDS","Rv2282c"
NA,3,NA,2,"Rv2283","CDS","Rv2283"
1,9,6,16,"Rv2284","CDS","lipM"
2,5,6,20,"Rv2285","CDS","Rv2285"
2,2,1,10,"Rv2286c","CDS","Rv2286c"
1,7,5,8,"Rv2287","CDS","yjcE"
1,3,4,5,"Rv2288","CDS","Rv2288"
1,5,2,5,"Rv2289","CDS","cdh"
NA,5,3,9,"Rv2290","CDS","lppO"
1,5,1,8,"Rv2291","CDS","sseB"
NA,3,NA,3,"Rv2292c","CDS","Rv2292c"
5,2,1,8,"Rv2293c","CDS","Rv2293c"
3,7,4,10,"Rv2294","CDS","Rv2294"
3,9,1,3,"Rv2295","CDS","Rv2295"
1,9,3,17,"Rv2296","CDS","Rv2296"
NA,2,2,2,"Rv2297","CDS","Rv2297"
1,5,1,12,"Rv2298","CDS","Rv2298"
NA,6,1,14,"Rv2299c","CDS","htpG"
1,10,NA,9,"Rv2300c","CDS","Rv2300c"
2,15,NA,3,"Rv2301","CDS","cut2"
NA,1,1,1,"Rv2302","CDS","Rv2302"
3,9,1,10,"Rv2303c","CDS","Rv2303c"
NA,1,1,2,"Rv2304c","CDS","Rv2304c"
3,7,3,10,"Rv2305","CDS","Rv2305"
2,3,2,7,"Rv2306A","CDS","Rv2306A"
NA,3,1,6,"Rv2306B","CDS","Rv2306B"
2,1,NA,1,"Rv2307A","CDS","Rv2307A"
2,3,6,7,"Rv2307B","CDS","Rv2307B"
1,5,1,14,"Rv2307c","CDS","Rv2307c"
2,1,NA,3,"Rv2307D","CDS","Rv2307D"
NA,5,2,8,"Rv2308","CDS","Rv2308"
3,NA,1,2,"Rv2309A","CDS","Rv2309A"
3,2,2,2,"Rv2309c","CDS","Rv2309c"
NA,1,NA,2,"Rv2310","CDS","Rv2310"
NA,NA,1,4,"Rv2311","CDS","Rv2311"
1,3,2,NA,"Rv2312","CDS","Rv2312"
1,1,NA,11,"Rv2313c","CDS","Rv2313c"
2,6,3,17,"Rv2314c","CDS","Rv2314c"
1,7,5,12,"Rv2315c","CDS","Rv2315c"
1,6,3,5,"Rv2316","CDS","uspA"
1,2,2,10,"Rv2317","CDS","uspB"
1,9,1,12,"Rv2318","CDS","uspC"
NA,4,NA,10,"Rv2319c","CDS","Rv2319c"
2,5,2,15,"Rv2320c","CDS","rocE"
NA,2,1,5,"Rv2321c","CDS","rocD2"
2,3,1,9,"Rv2322c","CDS","rocD1"
1,5,4,9,"Rv2323c","CDS","Rv2323c"
1,2,NA,2,"Rv2324","CDS","Rv2324"
3,2,2,12,"Rv2325c","CDS","Rv2325c"
3,9,2,21,"Rv2326c","CDS","Rv2326c"
1,3,4,5,"Rv2327","CDS","Rv2327"
3,3,3,4,"Rv2328","CDS","PE23"
2,5,2,12,"Rv2329c","CDS","narK1"
1,4,1,12,"Rv2330c","CDS","lppP"
2,1,2,3,"Rv2331A","CDS","Rv2331A"
NA,4,3,6,"Rv2331","CDS","Rv2331"
NA,8,4,17,"Rv2332","CDS","mez"
2,10,1,10,"Rv2333c","CDS","stp"
NA,4,1,14,"Rv2334","CDS","cysK1"
1,8,1,7,"Rv2335","CDS","cysE"
4,6,3,5,"Rv2336","CDS","Rv2336"
2,5,6,10,"Rv2337c","CDS","Rv2337c"
4,2,4,4,"Rv2338c","CDS","moeW"
4,13,8,21,"Rv2339","CDS","mmpL9"
2,4,NA,13,"Rv2340c","CDS","PE_PGRS39"
NA,3,3,4,"Rv2341","CDS","lppQ"
NA,2,NA,1,"Rv2342","CDS","Rv2342"
1,10,2,13,"Rv2343c","CDS","dnaG"
1,6,1,10,"Rv2344c","CDS","dgt"
2,6,2,13,"Rv2345","CDS","Rv2345"
NA,NA,NA,NA,"Rv2346c","CDS","esxO"
NA,NA,NA,1,"Rv2347c","CDS","esxP"
3,3,2,6,"Rv2348c","CDS","Rv2348c"
3,20,3,26,"Rv2349c","CDS","plcC"
4,20,4,29,"Rv2350c","CDS","plcB"
4,26,3,22,"Rv2351c","CDS","plcA"
3,2,NA,24,"Rv2352c","CDS","PPE38"
NA,NA,NA,4,"Rv2353c","CDS","PPE39"
NA,1,1,2,"Rv2354","CDS","Rv2354"
1,5,4,6,"Rv2355","CDS","Rv2355"
2,1,2,8,"Rv2356c","CDS","PPE40"
1,5,3,19,"Rv2357c","CDS","glyS"
NA,5,1,5,"Rv2358","CDS","smtB"
NA,NA,NA,NA,"Rv2359","CDS","zur"
1,3,1,2,"Rv2360c","CDS","Rv2360c"
2,9,3,8,"Rv2361c","CDS","Rv2361c"
3,1,1,8,"Rv2362c","CDS","recO"
3,6,5,19,"Rv2363","CDS","amiA2"
1,7,1,7,"Rv2364c","CDS","era"
NA,NA,NA,5,"Rv2365c","CDS","Rv2365c"
1,4,3,13,"Rv2366c","CDS","Rv2366c"
NA,3,1,7,"Rv2367c","CDS","Rv2367c"
1,4,1,10,"Rv2368c","CDS","phoH1"
NA,NA,3,5,"Rv2369c","CDS","Rv2369c"
1,17,4,7,"Rv2370c","CDS","Rv2370c"
NA,1,NA,3,"Rv2371","CDS","PE_PGRS40"
