"CCT(proX)","CCC(proT)","CCA(proU)","CCG(proY)","geneSymbol","geneType","geneLocus"
4.76190476190476,47.6190476190476,NA,47.6190476190476,"Rv0208c","CDS","Rv0208c"
5.26315789473684,31.5789473684211,NA,63.1578947368421,"Rv0209","CDS","Rv0209"
4.54545454545455,18.1818181818182,13.6363636363636,63.6363636363636,"Rv0210","CDS","Rv0210"
2.7027027027027,27.027027027027,2.7027027027027,67.5675675675676,"pckA","CDS","Rv0211"
NA,45.4545454545455,4.54545454545455,50,"nadR","CDS","Rv0212c"
11.1111111111111,44.4444444444444,5.55555555555556,38.8888888888889,"Rv0213c","CDS","Rv0213c"
5.26315789473684,21.0526315789474,15.7894736842105,57.8947368421053,"fadD4","CDS","Rv0214"
6.66666666666667,20,6.66666666666667,66.6666666666667,"fadE3","CDS","Rv0215c"
4.54545454545455,31.8181818181818,13.6363636363636,50,"Rv0216","CDS","Rv0216"
8.69565217391304,34.7826086956522,17.3913043478261,39.1304347826087,"lipW","CDS","Rv0217c"
5.71428571428571,31.4285714285714,5.71428571428571,57.1428571428571,"Rv0218","CDS","Rv0218"
NA,30,20,50,"Rv0219","CDS","Rv0219"
NA,26.9230769230769,15.3846153846154,57.6923076923077,"lipC","CDS","Rv0220"
15.625,9.375,12.5,62.5,"Rv0221","CDS","Rv0221"
14.2857142857143,14.2857142857143,NA,71.4285714285714,"echA1","CDS","Rv0222"
2.94117647058824,29.4117647058824,2.94117647058824,64.7058823529412,"Rv0223c","CDS","Rv0223c"
11.1111111111111,27.7777777777778,16.6666666666667,44.4444444444444,"Rv0224c","CDS","Rv0224c"
5.26315789473684,26.3157894736842,21.0526315789474,47.3684210526316,"Rv0225","CDS","Rv0225"
8.33333333333333,41.6666666666667,8.33333333333333,41.6666666666667,"Rv0226c","CDS","Rv0226c"
2.77777777777778,36.1111111111111,11.1111111111111,50,"Rv0227c","CDS","Rv0227c"
3.2258064516129,25.8064516129032,NA,70.9677419354839,"Rv0228","CDS","Rv0228"
11.1111111111111,22.2222222222222,11.1111111111111,55.5555555555556,"Rv0229c","CDS","Rv0229c"
6.25,25,6.25,62.5,"php","CDS","Rv0230c"
4.76190476190476,42.8571428571429,14.2857142857143,38.0952380952381,"fadE4","CDS","Rv0231"
15.3846153846154,23.0769230769231,7.69230769230769,53.8461538461538,"Rv0232","CDS","Rv0232"
NA,38.4615384615385,15.3846153846154,46.1538461538462,"nrdB","CDS","Rv0233"
NA,28.5714285714286,10.7142857142857,60.7142857142857,"gabD1","CDS","Rv0234c"
10,17.5,10,62.5,"Rv0235c","CDS","Rv0235c"
NA,40,20,40,"Rv0236A","CDS","Rv0236A"
3.1496062992126,35.4330708661417,3.1496062992126,58.2677165354331,"aftD","CDS","Rv0236c"
3.33333333333333,30,10,56.6666666666667,"lpqI","CDS","Rv0237"
NA,NA,NA,100,"Rv0238","CDS","Rv0238"
NA,16.6666666666667,16.6666666666667,66.6666666666667,"vapB24","CDS","Rv0239"
28.5714285714286,28.5714285714286,NA,42.8571428571429,"vapC24","CDS","Rv0240"
NA,40.7407407407407,3.7037037037037,55.5555555555556,"htdX","CDS","Rv0241c"
NA,28.5714285714286,14.2857142857143,57.1428571428571,"fabG4","CDS","Rv0242c"
11.1111111111111,16.6666666666667,NA,72.2222222222222,"fadA2","CDS","Rv0243"
NA,42.1052631578947,NA,57.8947368421053,"fadE5","CDS","Rv0244c"
NA,20,NA,80,"Rv0245","CDS","Rv0245"
21.0526315789474,36.8421052631579,21.0526315789474,21.0526315789474,"Rv0246","CDS","Rv0246"
NA,23.0769230769231,23.0769230769231,53.8461538461538,"Rv0247c","CDS","Rv0247c"
NA,29.6296296296296,14.8148148148148,55.5555555555556,"Rv0248c","CDS","Rv0248c"
5.55555555555556,22.2222222222222,22.2222222222222,50,"Rv0249c","CDS","Rv0249c"
NA,50,NA,50,"Rv0250c","CDS","Rv0250c"
20,30,10,40,"hsp","CDS","Rv0251c"
12.9032258064516,38.7096774193548,9.67741935483871,38.7096774193548,"nirB","CDS","Rv0252"
NA,14.2857142857143,NA,85.7142857142857,"nirD","CDS","Rv0253"
12.5,37.5,25,25,"cobU","CDS","Rv0254c"
NA,32.1428571428571,10.7142857142857,57.1428571428571,"cobQ1","CDS","Rv0255c"
5.88235294117647,27.9411764705882,17.6470588235294,48.5294117647059,"PPE2","CDS","Rv0256c"
27.2727272727273,9.09090909090909,27.2727272727273,36.3636363636364,"Rv0257","CDS","Rv0257"
NA,22.2222222222222,11.1111111111111,66.6666666666667,"Rv0258c","CDS","Rv0258c"
6.66666666666667,40,6.66666666666667,46.6666666666667,"Rv0259c","CDS","Rv0259c"
9.09090909090909,22.7272727272727,22.7272727272727,45.4545454545455,"Rv0260c","CDS","Rv0260c"
11.7647058823529,23.5294117647059,5.88235294117647,58.8235294117647,"narK3","CDS","Rv0261c"
NA,50,33.3333333333333,16.6666666666667,"aac","CDS","Rv0262c"
4,32,4,60,"Rv0263c","CDS","Rv0263c"
NA,46.6666666666667,13.3333333333333,40,"Rv0264c","CDS","Rv0264c"
4.34782608695652,39.1304347826087,8.69565217391304,47.8260869565217,"Rv0265c","CDS","Rv0265c"
1.63934426229508,31.1475409836066,8.19672131147541,59.0163934426229,"oplA","CDS","Rv0266c"
4,28,4,64,"narU","CDS","Rv0267"
22.2222222222222,22.2222222222222,NA,55.5555555555556,"Rv0268c","CDS","Rv0268c"
3.125,31.25,3.125,62.5,"Rv0269c","CDS","Rv0269c"
2.77777777777778,36.1111111111111,5.55555555555556,55.5555555555556,"fadD2","CDS","Rv0270"
5,22.5,5,67.5,"fadE6","CDS","Rv0271c"
NA,32,4,64,"Rv0272c","CDS","Rv0272c"
20,20,20,40,"Rv0273c","CDS","Rv0273c"
14.2857142857143,42.8571428571429,NA,42.8571428571429,"Rv0274","CDS","Rv0274"
8.33333333333333,25,16.6666666666667,50,"Rv0275c","CDS","Rv0275c"
NA,25,8.33333333333333,66.6666666666667,"Rv0276","CDS","Rv0276"
NA,25,50,25,"vapB25","CDS","Rv0277A"
7.69230769230769,38.4615384615385,15.3846153846154,38.4615384615385,"vapC25","CDS","Rv0277c"
11.7647058823529,29.4117647058824,11.7647058823529,47.0588235294118,"PE_PGRS3","CDS","Rv0278c"
NA,52.9411764705882,11.7647058823529,35.2941176470588,"PE_PGRS4","CDS","Rv0279c"
6,18,10,66,"PPE3","CDS","Rv0280"
5.55555555555556,16.6666666666667,22.2222222222222,55.5555555555556,"Rv0281","CDS","Rv0281"
10,40,5,45,"eccA3","CDS","Rv0282"
4.16666666666667,25,6.25,64.5833333333333,"eccB3","CDS","Rv0283"
4.95049504950495,25.7425742574257,9.9009900990099,59.4059405940594,"eccC3","CDS","Rv0284"
NA,NA,NA,100,"PE5","CDS","Rv0285"
4.65116279069767,30.2325581395349,4.65116279069767,60.4651162790698,"PPE4","CDS","Rv0286"
NA,NA,100,NA,"esxG","CDS","Rv0287"
NA,100,NA,NA,"esxH","CDS","Rv0288"
9.52380952380952,14.2857142857143,9.52380952380952,66.6666666666667,"espG3","CDS","Rv0289"
3.125,34.375,12.5,50,"eccD3","CDS","Rv0290"
2.32558139534884,32.5581395348837,6.97674418604651,58.1395348837209,"mycP3","CDS","Rv0291"
25,29.1666666666667,8.33333333333333,37.5,"eccE3","CDS","Rv0292"
10.3448275862069,41.3793103448276,6.89655172413793,41.3793103448276,"Rv0293c","CDS","Rv0293c"
10,30,15,45,"tam","CDS","Rv0294"
4.54545454545455,40.9090909090909,4.54545454545455,50,"Rv0295c","CDS","Rv0295c"
2.94117647058824,29.4117647058824,8.82352941176471,58.8235294117647,"Rv0296c","CDS","Rv0296c"
5.88235294117647,47.0588235294118,5.88235294117647,41.1764705882353,"PE_PGRS5","CDS","Rv0297"
NA,NA,NA,100,"Rv0298","CDS","Rv0298"
NA,37.5,25,37.5,"Rv0299","CDS","Rv0299"
NA,100,NA,NA,"vapB2","CDS","Rv0300"
22.2222222222222,11.1111111111111,NA,66.6666666666667,"vapC2","CDS","Rv0301"
NA,45.4545454545455,9.09090909090909,45.4545454545455,"Rv0302","CDS","Rv0302"
5.26315789473684,21.0526315789474,5.26315789473684,68.4210526315789,"Rv0303","CDS","Rv0303"
2.77777777777778,38.8888888888889,6.94444444444444,51.3888888888889,"PPE5","CDS","Rv0304c"
5.40540540540541,37.8378378378378,13.5135135135135,43.2432432432432,"PPE6","CDS","Rv0305c"
NA,42.8571428571429,28.5714285714286,28.5714285714286,"Rv0306","CDS","Rv0306"
11.1111111111111,NA,NA,88.8888888888889,"Rv0307c","CDS","Rv0307c"
6.25,12.5,12.5,68.75,"Rv0308","CDS","Rv0308"
6.25,25,12.5,56.25,"Rv0309","CDS","Rv0309"
NA,NA,20,80,"Rv0310c","CDS","Rv0310c"
NA,21.4285714285714,7.14285714285714,71.4285714285714,"Rv0311","CDS","Rv0311"
4.22535211267606,22.5352112676056,15.4929577464789,57.7464788732394,"Rv0312","CDS","Rv0312"
NA,14.2857142857143,14.2857142857143,71.4285714285714,"Rv0313","CDS","Rv0313"
NA,9.52380952380952,23.8095238095238,66.6666666666667,"Rv0314c","CDS","Rv0314c"
6.45161290322581,29.0322580645161,3.2258064516129,61.2903225806452,"Rv0315","CDS","Rv0315"
4,24,4,68,"Rv0316","CDS","Rv0316"
NA,30,20,50,"glpQ2","CDS","Rv0317c"
11.1111111111111,11.1111111111111,22.2222222222222,55.5555555555556,"Rv0318c","CDS","Rv0318c"
NA,29.4117647058824,17.6470588235294,52.9411764705882,"pcp","CDS","Rv0319"
NA,57.1428571428571,NA,42.8571428571429,"Rv0320","CDS","Rv0320"
7.14285714285714,35.7142857142857,NA,57.1428571428571,"dcd","CDS","Rv0321"
5.26315789473684,42.1052631578947,10.5263157894737,42.1052631578947,"udgA","CDS","Rv0322"
NA,63.6363636363636,NA,36.3636363636364,"Rv0323c","CDS","Rv0323c"
NA,14.2857142857143,NA,85.7142857142857,"Rv0324","CDS","Rv0324"
NA,NA,20,80,"Rv0325","CDS","Rv0325"
16.6666666666667,50,NA,33.3333333333333,"Rv0326","CDS","Rv0326"
6.25,37.5,25,31.25,"cyp135A1","CDS","Rv0327c"
NA,14.2857142857143,NA,85.7142857142857,"Rv0328","CDS","Rv0328"
NA,57.1428571428571,14.2857142857143,28.5714285714286,"Rv0329c","CDS","Rv0329c"
13.3333333333333,33.3333333333333,NA,53.3333333333333,"Rv0330c","CDS","Rv0330c"
14.2857142857143,35.7142857142857,7.14285714285714,42.8571428571429,"Rv0331","CDS","Rv0331"
5.88235294117647,5.88235294117647,17.6470588235294,70.5882352941177,"Rv0332","CDS","Rv0332"
NA,NA,NA,100,"Rv0333","CDS","Rv0333"
7.69230769230769,15.3846153846154,7.69230769230769,69.2307692307692,"rmlA","CDS","Rv0334"
NA,11.1111111111111,38.8888888888889,50,"PE6","CDS","Rv0335c"
10.8108108108108,29.7297297297297,10.8108108108108,48.6486486486487,"Rv0336","CDS","Rv0336"
NA,44.4444444444444,14.8148148148148,40.7407407407407,"aspC","CDS","Rv0337c"
7.2463768115942,33.3333333333333,13.0434782608696,46.3768115942029,"Rv0338c","CDS","Rv0338c"
NA,13.953488372093,18.6046511627907,67.4418604651163,"Rv0339c","CDS","Rv0339c"
NA,36.8421052631579,21.0526315789474,42.1052631578947,"Rv0340","CDS","Rv0340"
6.25,18.75,3.125,71.875,"iniB","CDS","Rv0341"
NA,40.7407407407407,7.40740740740741,51.8518518518518,"iniA","CDS","Rv0342"
8.69565217391304,8.69565217391304,8.69565217391304,73.9130434782609,"iniC","CDS","Rv0343"
15,10,10,65,"lpqJ","CDS","Rv0344c"
16.6666666666667,16.6666666666667,NA,66.6666666666667,"Rv0345","CDS","Rv0345"
NA,27.2727272727273,18.1818181818182,54.5454545454545,"ansP2","CDS","Rv0346c"
19.2307692307692,23.0769230769231,23.0769230769231,34.6153846153846,"Rv0347","CDS","Rv0347"
NA,71.4285714285714,14.2857142857143,14.2857142857143,"Rv0348","CDS","Rv0348"
NA,25,25,50,"Rv0349","CDS","Rv0349"
4.34782608695652,39.1304347826087,NA,56.5217391304348,"dnaK","CDS","Rv0350"
11.1111111111111,33.3333333333333,11.1111111111111,44.4444444444444,"grpE","CDS","Rv0351"
7.69230769230769,34.6153846153846,7.69230769230769,50,"dnaJ1","CDS","Rv0352"
NA,NA,25,75,"hspR","CDS","Rv0353"
12.5,62.5,NA,25,"PPE7","CDS","Rv0354c"
2.67857142857143,31.25,4.46428571428571,61.6071428571429,"PPE8","CDS","Rv0355c"
NA,44.4444444444444,11.1111111111111,44.4444444444444,"Rv0356c","CDS","Rv0356c"
9.09090909090909,22.7272727272727,NA,68.1818181818182,"purA","CDS","Rv0357c"
7.69230769230769,30.7692307692308,7.69230769230769,53.8461538461538,"Rv0358","CDS","Rv0358"
NA,33.3333333333333,NA,66.6666666666667,"Rv0359","CDS","Rv0359"
18.1818181818182,27.2727272727273,9.09090909090909,45.4545454545455,"Rv0360c","CDS","Rv0360c"
10.5263157894737,26.3157894736842,21.0526315789474,42.1052631578947,"Rv0361","CDS","Rv0361"
4.34782608695652,26.0869565217391,8.69565217391304,60.8695652173913,"mgtE","CDS","Rv0362"
13.3333333333333,33.3333333333333,6.66666666666667,46.6666666666667,"fba","CDS","Rv0363c"
NA,26.3157894736842,10.5263157894737,63.1578947368421,"Rv0364","CDS","Rv0364"
NA,18.75,18.75,62.5,"Rv0365c","CDS","Rv0365c"
13.3333333333333,40,20,26.6666666666667,"Rv0366c","CDS","Rv0366c"
NA,25,25,50,"Rv0367c","CDS","Rv0367c"
6.06060606060606,36.3636363636364,9.09090909090909,48.4848484848485,"Rv0368c","CDS","Rv0368c"
33.3333333333333,33.3333333333333,NA,33.3333333333333,"Rv0369c","CDS","Rv0369c"
5.55555555555556,44.4444444444444,11.1111111111111,38.8888888888889,"Rv0370c","CDS","Rv0370c"
10,20,30,40,"Rv0371c","CDS","Rv0371c"
NA,29.4117647058824,5.88235294117647,64.7058823529412,"Rv0372c","CDS","Rv0372c"
1.92307692307692,17.3076923076923,7.69230769230769,73.0769230769231,"Rv0373c","CDS","Rv0373c"
NA,50,NA,50,"Rv0374c","CDS","Rv0374c"
NA,43.75,NA,56.25,"Rv0375c","CDS","Rv0375c"
NA,36.3636363636364,9.09090909090909,54.5454545454545,"Rv0376c","CDS","Rv0376c"
10.5263157894737,26.3157894736842,10.5263157894737,52.6315789473684,"Rv0377","CDS","Rv0377"
NA,100,NA,NA,"Rv0378","CDS","Rv0378"
NA,33.3333333333333,NA,66.6666666666667,"secE2","CDS","Rv0379"
NA,50,NA,50,"Rv0380c","CDS","Rv0380c"
9.52380952380952,23.8095238095238,NA,66.6666666666667,"Rv0381c","CDS","Rv0381c"
25,25,NA,50,"pyrE","CDS","Rv0382c"
4,24,8,64,"Rv0383c","CDS","Rv0383c"
NA,41.6666666666667,NA,58.3333333333333,"clpB","CDS","Rv0384c"
3.33333333333333,26.6666666666667,20,50,"Rv0385","CDS","Rv0385"
NA,19.3548387096774,12.9032258064516,67.741935483871,"Rv0386","CDS","Rv0386"
5.71428571428571,28.5714285714286,11.4285714285714,54.2857142857143,"Rv0387c","CDS","Rv0387c"
NA,50,10,40,"PPE9","CDS","Rv0388c"
18.5185185185185,25.9259259259259,11.1111111111111,44.4444444444444,"purT","CDS","Rv0389"
NA,28.5714285714286,14.2857142857143,57.1428571428571,"Rv0390","CDS","Rv0390"
NA,26.3157894736842,10.5263157894737,63.1578947368421,"metZ","CDS","Rv0391"
NA,38.8888888888889,11.1111111111111,50,"ndhA","CDS","Rv0392c"
5.26315789473684,28.9473684210526,10.5263157894737,55.2631578947368,"Rv0393","CDS","Rv0393"
5.88235294117647,29.4117647058824,5.88235294117647,58.8235294117647,"Rv0394c","CDS","Rv0394c"
11.1111111111111,44.4444444444444,11.1111111111111,33.3333333333333,"Rv0395","CDS","Rv0395"
NA,37.5,12.5,50,"Rv0396","CDS","Rv0396"
22.2222222222222,11.1111111111111,33.3333333333333,33.3333333333333,"Rv0397A","CDS","Rv0397A"
5.55555555555556,38.8888888888889,16.6666666666667,38.8888888888889,"Rv0397","CDS","Rv0397"
NA,41.6666666666667,NA,58.3333333333333,"Rv0398c","CDS","Rv0398c"
3.33333333333333,40,13.3333333333333,43.3333333333333,"lpqK","CDS","Rv0399c"
NA,42.1052631578947,5.26315789473684,52.6315789473684,"fadE7","CDS","Rv0400c"
NA,20,40,40,"Rv0401","CDS","Rv0401"
4.65116279069767,39.5348837209302,16.2790697674419,39.5348837209302,"mmpL1","CDS","Rv0402c"
NA,12.5,12.5,75,"mmpS1","CDS","Rv0403c"
5.71428571428571,20,28.5714285714286,45.7142857142857,"fadD30","CDS","Rv0404"
8.95522388059701,22.3880597014925,17.910447761194,50.7462686567164,"pks6","CDS","Rv0405"
13.3333333333333,20,6.66666666666667,60,"Rv0406c","CDS","Rv0406c"
5.26315789473684,36.8421052631579,10.5263157894737,47.3684210526316,"fgd1","CDS","Rv0407"
8.57142857142857,28.5714285714286,14.2857142857143,48.5714285714286,"pta","CDS","Rv0408"
NA,13.3333333333333,NA,86.6666666666667,"ackA","CDS","Rv0409"
NA,39.2156862745098,5.88235294117647,54.9019607843137,"pknG","CDS","Rv0410c"
3.44827586206897,34.4827586206897,10.3448275862069,51.7241379310345,"glnH","CDS","Rv0411c"
NA,50,NA,50,"Rv0412c","CDS","Rv0412c"
5.88235294117647,29.4117647058824,5.88235294117647,58.8235294117647,"mutT3","CDS","Rv0413"
7.69230769230769,23.0769230769231,15.3846153846154,53.8461538461538,"thiE","CDS","Rv0414c"
NA,28.5714285714286,14.2857142857143,57.1428571428571,"thiO","CDS","Rv0415"
NA,NA,50,50,"thiS","CDS","Rv0416"
7.69230769230769,15.3846153846154,NA,76.9230769230769,"thiG","CDS","Rv0417"
13.7931034482759,24.1379310344828,3.44827586206897,58.6206896551724,"lpqL","CDS","Rv0418"
6.06060606060606,24.2424242424242,12.1212121212121,57.5757575757576,"lpqM","CDS","Rv0419"
NA,50,NA,50,"Rv0420c","CDS","Rv0420c"
NA,11.7647058823529,17.6470588235294,70.5882352941177,"Rv0421c","CDS","Rv0421c"
NA,33.3333333333333,6.66666666666667,60,"thiD","CDS","Rv0422c"
NA,27.5862068965517,6.89655172413793,65.5172413793103,"thiC","CDS","Rv0423c"
NA,NA,25,75,"Rv0424c","CDS","Rv0424c"
6.86274509803922,33.3333333333333,13.7254901960784,46.078431372549,"ctpH","CDS","Rv0425c"
NA,25,12.5,62.5,"Rv0426c","CDS","Rv0426c"
4.34782608695652,34.7826086956522,4.34782608695652,56.5217391304348,"xthA","CDS","Rv0427c"
5.26315789473684,42.1052631578947,15.7894736842105,36.8421052631579,"Rv0428c","CDS","Rv0428c"
13.3333333333333,46.6666666666667,NA,40,"def","CDS","Rv0429c"
NA,50,NA,50,"Rv0430","CDS","Rv0430"
NA,60,10,30,"Rv0431","CDS","Rv0431"
NA,52.6315789473684,15.7894736842105,31.5789473684211,"sodC","CDS","Rv0432"
11.1111111111111,44.4444444444444,NA,44.4444444444444,"Rv0433","CDS","Rv0433"
5.26315789473684,21.0526315789474,10.5263157894737,63.1578947368421,"Rv0434","CDS","Rv0434"
2.22222222222222,26.6666666666667,6.66666666666667,64.4444444444444,"Rv0435c","CDS","Rv0435c"
11.1111111111111,50,5.55555555555556,33.3333333333333,"pssA","CDS","Rv0436c"
NA,22.7272727272727,13.6363636363636,63.6363636363636,"psd","CDS","Rv0437c"
3.03030303030303,24.2424242424242,12.1212121212121,60.6060606060606,"moeA2","CDS","Rv0438c"
6.66666666666667,20,20,53.3333333333333,"Rv0439c","CDS","Rv0439c"
NA,31.25,NA,68.75,"groEL2","CDS","Rv0440"
7.14285714285714,57.1428571428571,7.14285714285714,28.5714285714286,"Rv0441c","CDS","Rv0441c"
8.33333333333333,29.1666666666667,4.16666666666667,58.3333333333333,"PPE10","CDS","Rv0442c"
NA,42.8571428571429,NA,57.1428571428571,"Rv0443","CDS","Rv0443"
NA,35,35,30,"rskA","CDS","Rv0444c"
NA,33.3333333333333,33.3333333333333,33.3333333333333,"sigK","CDS","Rv0445c"
6.66666666666667,26.6666666666667,6.66666666666667,60,"Rv0446c","CDS","Rv0446c"
8.33333333333333,16.6666666666667,16.6666666666667,58.3333333333333,"ufaA1","CDS","Rv0447c"
NA,25,5,70,"Rv0448c","CDS","Rv0448c"
NA,28.5714285714286,23.8095238095238,47.6190476190476,"Rv0449c","CDS","Rv0449c"
4.54545454545455,36.3636363636364,18.1818181818182,40.9090909090909,"mmpL4","CDS","Rv0450c"
12.5,25,25,37.5,"mmpS4","CDS","Rv0451c"
7.69230769230769,NA,30.7692307692308,61.5384615384615,"Rv0452","CDS","Rv0452"
8.33333333333333,31.25,10.4166666666667,50,"PPE11","CDS","Rv0453"
10,30,20,40,"Rv0454","CDS","Rv0454"
14.2857142857143,NA,42.8571428571429,42.8571428571429,"Rv0455c","CDS","Rv0455c"
10,20,30,40,"mazF1","CDS","Rv0456A"
NA,NA,100,NA,"mazE1","CDS","Rv0456B"
4.76190476190476,28.5714285714286,4.76190476190476,61.9047619047619,"echA2","CDS","Rv0456c"
5.55555555555556,36.1111111111111,16.6666666666667,41.6666666666667,"Rv0457c","CDS","Rv0457c"
NA,26.9230769230769,NA,73.0769230769231,"Rv0458","CDS","Rv0458"
NA,16.6666666666667,8.33333333333333,75,"Rv0459","CDS","Rv0459"
NA,33.3333333333333,NA,66.6666666666667,"Rv0460","CDS","Rv0460"
7.69230769230769,23.0769230769231,15.3846153846154,53.8461538461538,"Rv0461","CDS","Rv0461"
NA,42.8571428571429,21.4285714285714,35.7142857142857,"lpdC","CDS","Rv0462"
25,50,NA,25,"Rv0463","CDS","Rv0463"
NA,18.1818181818182,18.1818181818182,63.6363636363636,"Rv0464c","CDS","Rv0464c"
10.5263157894737,31.5789473684211,NA,57.8947368421053,"Rv0465c","CDS","Rv0465c"
7.14285714285714,28.5714285714286,NA,64.2857142857143,"Rv0466","CDS","Rv0466"
6.66666666666667,20,6.66666666666667,66.6666666666667,"icl1","CDS","Rv0467"
7.14285714285714,7.14285714285714,NA,85.7142857142857,"fadB2","CDS","Rv0468"
NA,57.1428571428571,14.2857142857143,28.5714285714286,"umaA","CDS","Rv0469"
28.5714285714286,28.5714285714286,NA,42.8571428571429,"Rv0470A","CDS","Rv0470A"
NA,60,NA,40,"pcaA","CDS","Rv0470c"
28.5714285714286,14.2857142857143,14.2857142857143,42.8571428571429,"Rv0471c","CDS","Rv0471c"
20,10,NA,70,"Rv0472c","CDS","Rv0472c"
NA,10.5263157894737,5.26315789473684,84.2105263157895,"Rv0473","CDS","Rv0473"
NA,16.6666666666667,NA,83.3333333333333,"Rv0474","CDS","Rv0474"
14.2857142857143,28.5714285714286,NA,57.1428571428571,"hbhA","CDS","Rv0475"
NA,75,NA,25,"Rv0476","CDS","Rv0476"
7.14285714285714,42.8571428571429,14.2857142857143,35.7142857142857,"Rv0477","CDS","Rv0477"
28.5714285714286,NA,14.2857142857143,57.1428571428571,"deoC","CDS","Rv0478"
3.57142857142857,32.1428571428571,10.7142857142857,53.5714285714286,"Rv0479c","CDS","Rv0479c"
5.88235294117647,35.2941176470588,5.88235294117647,52.9411764705882,"Rv0480c","CDS","Rv0480c"
NA,25,NA,75,"Rv0481c","CDS","Rv0481c"
NA,30,10,60,"murB","CDS","Rv0482"
13.1578947368421,15.7894736842105,5.26315789473684,65.7894736842105,"lprQ","CDS","Rv0483"
NA,42.8571428571429,14.2857142857143,42.8571428571429,"Rv0484c","CDS","Rv0484c"
8.33333333333333,37.5,8.33333333333333,45.8333333333333,"Rv0485","CDS","Rv0485"
NA,27.2727272727273,15.1515151515152,57.5757575757576,"mshA","CDS","Rv0486"
12.5,25,NA,62.5,"Rv0487","CDS","Rv0487"
NA,10,40,50,"Rv0488","CDS","Rv0488"
7.69230769230769,15.3846153846154,7.69230769230769,69.2307692307692,"gpm1","CDS","Rv0489"
NA,45.4545454545455,NA,54.5454545454545,"senX3","CDS","Rv0490"
11.1111111111111,11.1111111111111,NA,77.7777777777778,"regX3","CDS","Rv0491"
NA,28.5714285714286,14.2857142857143,57.1428571428571,"Rv0492A","CDS","Rv0492A"
2.38095238095238,23.8095238095238,9.52380952380952,64.2857142857143,"Rv0492c","CDS","Rv0492c"
7.14285714285714,32.1428571428571,21.4285714285714,39.2857142857143,"Rv0493c","CDS","Rv0493c"
NA,35.7142857142857,14.2857142857143,50,"Rv0494","CDS","Rv0494"
NA,38.8888888888889,5.55555555555556,55.5555555555556,"Rv0495c","CDS","Rv0495c"
NA,33.3333333333333,20,46.6666666666667,"Rv0496","CDS","Rv0496"
3.7037037037037,25.9259259259259,18.5185185185185,51.8518518518518,"Rv0497","CDS","Rv0497"
6.25,18.75,18.75,56.25,"Rv0498","CDS","Rv0498"
7.69230769230769,26.9230769230769,7.69230769230769,57.6923076923077,"Rv0499","CDS","Rv0499"
NA,50,50,NA,"Rv0500A","CDS","Rv0500A"
NA,NA,NA,NA,"Rv0500B","CDS","Rv0500B"
NA,9.09090909090909,18.1818181818182,72.7272727272727,"proC","CDS","Rv0500"
8.69565217391304,17.3913043478261,26.0869565217391,47.8260869565217,"galE2","CDS","Rv0501"
NA,26.0869565217391,8.69565217391304,65.2173913043478,"Rv0502","CDS","Rv0502"
NA,38.4615384615385,7.69230769230769,53.8461538461538,"cmaA2","CDS","Rv0503c"
11.1111111111111,22.2222222222222,NA,66.6666666666667,"Rv0504c","CDS","Rv0504c"
NA,19.047619047619,19.047619047619,61.9047619047619,"serB1","CDS","Rv0505c"
22.2222222222222,44.4444444444444,NA,33.3333333333333,"mmpS2","CDS","Rv0506"
4.34782608695652,23.9130434782609,6.52173913043478,65.2173913043478,"mmpL2","CDS","Rv0507"
16.6666666666667,16.6666666666667,33.3333333333333,33.3333333333333,"Rv0508","CDS","Rv0508"
11.7647058823529,17.6470588235294,11.7647058823529,58.8235294117647,"hemA","CDS","Rv0509"
NA,23.0769230769231,7.69230769230769,69.2307692307692,"hemC","CDS","Rv0510"
2.08333333333333,31.25,2.08333333333333,64.5833333333333,"hemD","CDS","Rv0511"
